full_name;name;owner;url;stars;forks;data-origin
fruteroclub/casita-del-arbol;casita-del-arbol;fruteroclub;https://github.com/fruteroclub/casita-del-arbol;1;0;github-api-scaffold-config
ih-hugh/gho-pay;gho-pay;ih-hugh;https://github.com/ih-hugh/gho-pay;1;2;github-api-scaffold-config
webthethird/habitat;habitat;webthethird;https://github.com/webthethird/habitat;1;;openq
valentinecodes/yield;yield;valentinecodes;https://github.com/valentinecodes/yield;1;;openq
williamuw/scalingethereum2024;scalingethereum2024;williamuw;https://github.com/williamuw/scalingethereum2024;1;;openq
stormbit-finance/stormbit-ui;stormbit-ui;stormbit-finance;https://github.com/stormbit-finance/stormbit-ui;1;0;github-api-scaffold-config
ataxia123/warpdrive;warpdrive;ataxia123;https://github.com/ataxia123/warpdrive;1;;openq
neerajnerlekar/expertsolidityfinalproject;expertsolidityfinalproject;neerajnerlekar;https://github.com/neerajnerlekar/expertsolidityfinalproject;1;0;github-api-scaffold-config
buidlguidl/batch2.buidlguidl.com;batch2.buidlguidl.com;buidlguidl;https://github.com/buidlguidl/batch2.buidlguidl.com;1;;openq
buidlguidl/batch1.buidlguidl.com;batch1.buidlguidl.com;buidlguidl;https://github.com/buidlguidl/batch1.buidlguidl.com;1;;openq
austintgriffith/austingriffith-com-minimal;austingriffith-com-minimal;austintgriffith;https://github.com/austintgriffith/austingriffith-com-minimal;1;;openq
technophile-04/se2-4337-tinker;se2-4337-tinker;technophile-04;https://github.com/technophile-04/se2-4337-tinker;1;0;github-api-scaffold-config
thedefibuilder/hackathon-bucharest;hackathon-bucharest;thedefibuilder;https://github.com/thedefibuilder/hackathon-bucharest;1;;openq
front-doorxyz/web-app;web-app;front-doorxyz;https://github.com/front-doorxyz/web-app;1;;openq
flock-io/ethoxford2024;ethoxford2024;flock-io;https://github.com/flock-io/ethoxford2024;1;;openq
duxxud/ethglobal-stabilan;ethglobal-stabilan;duxxud;https://github.com/duxxud/ethglobal-stabilan;1;;openq
austintgriffith/stupid-intent;stupid-intent;austintgriffith;https://github.com/austintgriffith/stupid-intent;1;0;github-api-scaffold-config
xi-one/erc6551-erc721;erc6551-erc721;xi-one;https://github.com/xi-one/erc6551-erc721;1;0;github-api-scaffold-config
tantodefi/dotlyxse2;dotlyxse2;tantodefi;https://github.com/tantodefi/dotlyxse2;1;0;github-api-scaffold-config
hashwarlock/subgraph-phat-contract;subgraph-phat-contract;hashwarlock;https://github.com/hashwarlock/subgraph-phat-contract;1;0;github-api-scaffold-config
austintgriffith/timing-and-incentives;timing-and-incentives;austintgriffith;https://github.com/austintgriffith/timing-and-incentives;1;0;github-api-scaffold-config
astronaut828/speedrungolf;speedrungolf;astronaut828;https://github.com/astronaut828/speedrungolf;1;0;github-api-scaffold-config
tomosaigon/zk-price-guess;zk-price-guess;tomosaigon;https://github.com/tomosaigon/zk-price-guess;1;0;github-api-scaffold-config
yassirakh/bg-aa;bg-aa;yassirakh;https://github.com/yassirakh/bg-aa;1;0;github-api-scaffold-config
crossdao/core;core;crossdao;https://github.com/crossdao/core;1;0;github-api-scaffold-config
austintgriffith/example-name-setter;example-name-setter;austintgriffith;https://github.com/austintgriffith/example-name-setter;1;0;github-api-scaffold-config
scobru/tiers-monorepo;tiers-monorepo;scobru;https://github.com/scobru/tiers-monorepo;1;0;github-api-scaffold-config
bypatok/ethereis-stablecoindefi;ethereis-stablecoindefi;bypatok;https://github.com/bypatok/ethereis-stablecoindefi;1;;openq
sakkurthi-sashank/geo-blocks;geo-blocks;sakkurthi-sashank;https://github.com/sakkurthi-sashank/geo-blocks;1;1;github-api-scaffold-config
austintgriffith/land-game-deploy-test;land-game-deploy-test;austintgriffith;https://github.com/austintgriffith/land-game-deploy-test;1;0;github-api-scaffold-config
markeljan/swapguard;swapguard;markeljan;https://github.com/markeljan/swapguard;1;1;github-api-scaffold-config
austintgriffith/safe-app-test;safe-app-test;austintgriffith;https://github.com/austintgriffith/safe-app-test;1;0;github-api-scaffold-config
electrone901/petfundme-scaffoldeth;petfundme-scaffoldeth;electrone901;https://github.com/electrone901/petfundme-scaffoldeth;1;0;github-api-scaffold-config
dlather/eth-ind-23;eth-ind-23;dlather;https://github.com/dlather/eth-ind-23;1;0;github-api-scaffold-config
neerajnerlekar/circuitbreaker-urbanodyssey;circuitbreaker-urbanodyssey;neerajnerlekar;https://github.com/neerajnerlekar/circuitbreaker-urbanodyssey;1;0;github-api-scaffold-config
austintgriffith/fruit-market-land;fruit-market-land;austintgriffith;https://github.com/austintgriffith/fruit-market-land;1;1;github-api-scaffold-config
claudiobarreira89/vested;vested;claudiobarreira89;https://github.com/claudiobarreira89/vested;1;0;github-api-scaffold-config
alexisbalayre/ghosafe;ghosafe;alexisbalayre;https://github.com/alexisbalayre/ghosafe;1;0;github-api-scaffold-config
oceans404/scaffold-eth-2-polygon-id;scaffold-eth-2-polygon-id;oceans404;https://github.com/oceans404/scaffold-eth-2-polygon-id;1;0;github-api-scaffold-config
ldsanchez/vault-se2;vault-se2;ldsanchez;https://github.com/ldsanchez/vault-se2;1;;openq
keinberger/royalty-swap;royalty-swap;keinberger;https://github.com/keinberger/royalty-swap;1;0;github-api-scaffold-config
credlancer/superlancers;superlancers;credlancer;https://github.com/credlancer/superlancers;1;1;github-api-scaffold-config
azimovs/nft-snaking-app;nft-snaking-app;azimovs;https://github.com/azimovs/nft-snaking-app;1;0;github-api-scaffold-config
refi-istanbul/grassroots;grassroots;refi-istanbul;https://github.com/refi-istanbul/grassroots;1;;openq
technophile-04/lemonade-zupass-client;lemonade-zupass-client;technophile-04;https://github.com/technophile-04/lemonade-zupass-client;1;1;github-api-scaffold-config
portdeveloper/historian;historian;portdeveloper;https://github.com/portdeveloper/historian;1;0;github-api-scaffold-config
damianmarti/ens-offchain-resolver;ens-offchain-resolver;damianmarti;https://github.com/damianmarti/ens-offchain-resolver;1;0;github-api-scaffold-config
dhevanthareza/wibu-nft;wibu-nft;dhevanthareza;https://github.com/dhevanthareza/wibu-nft;1;0;github-api-scaffold-config
teterabob/scaffold-eth-chainlink-bootcamp;scaffold-eth-chainlink-bootcamp;teterabob;https://github.com/teterabob/scaffold-eth-chainlink-bootcamp;1;;openq
austintgriffith/lunkers-lol;lunkers-lol;austintgriffith;https://github.com/austintgriffith/lunkers-lol;1;0;github-api-scaffold-config
hampton-black/chainlink-rwa;chainlink-rwa;hampton-black;https://github.com/hampton-black/chainlink-rwa;1;0;github-api-scaffold-config
oracle-hack-warsaw/oracle-aggregrator;oracle-aggregrator;oracle-hack-warsaw;https://github.com/oracle-hack-warsaw/oracle-aggregrator;1;1;github-api-scaffold-config
base-fundy/fundy;fundy;base-fundy;https://github.com/base-fundy/fundy;1;;openq
vmmunoza/scaffold-eth-2;scaffold-eth-2;vmmunoza;https://github.com/vmmunoza/scaffold-eth-2;1;;openq
zenbiteth/eas-onboarding;eas-onboarding;zenbiteth;https://github.com/zenbiteth/eas-onboarding;1;;openq
eduardomanczenko/scaffold-eth-2;scaffold-eth-2;eduardomanczenko;https://github.com/eduardomanczenko/scaffold-eth-2;1;;openq
technophile-04/scaffold-eth-2;scaffold-eth-2;technophile-04;https://github.com/technophile-04/scaffold-eth-2;1;;openq
fuzzystodd/scaffold-eth-2;scaffold-eth-2;fuzzystodd;https://github.com/fuzzystodd/scaffold-eth-2;1;;openq
trmchale1/scaffold-eth-2;scaffold-eth-2;trmchale1;https://github.com/trmchale1/scaffold-eth-2;1;;openq
bunsdev/scaffold-eth-2;scaffold-eth-2;bunsdev;https://github.com/bunsdev/scaffold-eth-2;1;;openq
paulslen/survivor;survivor;paulslen;https://github.com/paulslen/survivor;1;;openq
rohannero/scaffold-eth-2-dynamic-chains;scaffold-eth-2-dynamic-chains;rohannero;https://github.com/rohannero/scaffold-eth-2-dynamic-chains;1;;openq
martoto/hackathon-web3-stn;hackathon-web3-stn;martoto;https://github.com/martoto/hackathon-web3-stn;1;;openq
ssghost/scaffold-eth-2;scaffold-eth-2;ssghost;https://github.com/ssghost/scaffold-eth-2;1;;openq
burn777/scaffold-eth-2;scaffold-eth-2;burn777;https://github.com/burn777/scaffold-eth-2;1;;openq
azpwnz/multisig-scaffold-eth-2;multisig-scaffold-eth-2;azpwnz;https://github.com/azpwnz/multisig-scaffold-eth-2;1;;openq
wuweidao/scaffold-eth-2;scaffold-eth-2;wuweidao;https://github.com/wuweidao/scaffold-eth-2;1;;openq
naftalimurgor/scaffold-eth-2;scaffold-eth-2;naftalimurgor;https://github.com/naftalimurgor/scaffold-eth-2;1;;openq
xiaoweiguo/nft-insurance;nft-insurance;xiaoweiguo;https://github.com/xiaoweiguo/nft-insurance;1;;openq
0xsooki/se-2-foundry;se-2-foundry;0xsooki;https://github.com/0xsooki/se-2-foundry;1;;openq
razga/se-2;se-2;razga;https://github.com/razga/se-2;1;;openq
ifalimendikov/se-2;se-2;ifalimendikov;https://github.com/ifalimendikov/se-2;1;;openq
mattsk123/signatorio;signatorio;mattsk123;https://github.com/mattsk123/signatorio;1;0;burner-connector-dependents-webscraping
mattsk123/scaffold-eth-2;scaffold-eth-2;mattsk123;https://github.com/mattsk123/scaffold-eth-2;1;0;burner-connector-dependents-webscraping
nirwanadoteth/buidlguidl-challenges;buidlguidl-challenges;nirwanadoteth;https://github.com/nirwanadoteth/buidlguidl-challenges;1;0;burner-connector-dependents-webscraping
FanPassport/fanpassport-website;fanpassport-website;FanPassport;https://github.com/FanPassport/fanpassport-website;1;0;burner-connector-dependents-webscraping
AshiqAhamed17/Smart-contract-security;Smart-contract-security;AshiqAhamed17;https://github.com/AshiqAhamed17/Smart-contract-security;1;0;burner-connector-dependents-webscraping
Arb-Stylus/create-stylus;create-stylus;Arb-Stylus;https://github.com/Arb-Stylus/create-stylus;1;0;burner-connector-dependents-webscraping
olivmath/1;1;olivmath;https://github.com/olivmath/1;1;0;burner-connector-dependents-webscraping
ppezzull/zkMed;zkMed;ppezzull;https://github.com/ppezzull/zkMed;1;0;burner-connector-dependents-webscraping
getformo/formo-example-next-app-router;formo-example-next-app-router;getformo;https://github.com/getformo/formo-example-next-app-router;1;0;burner-connector-dependents-webscraping
blockful/ens.rent;ens.rent;blockful;https://github.com/blockful/ens.rent;1;1;burner-connector-dependents-webscraping
pauldev20/proofoftruth;proofoftruth;pauldev20;https://github.com/pauldev20/proofoftruth;1;3;burner-connector-dependents-webscraping
MetaMask/scaffold-eth-modal-example;scaffold-eth-modal-example;MetaMask;https://github.com/MetaMask/scaffold-eth-modal-example;1;0;burner-connector-dependents-webscraping
azf20/7702-mission;7702-mission;azf20;https://github.com/azf20/7702-mission;1;5;burner-connector-dependents-webscraping
portdeveloper/se2-foundry-monad;se2-foundry-monad;portdeveloper;https://github.com/portdeveloper/se2-foundry-monad;1;0;burner-connector-dependents-webscraping
DYJJ/Porcelain-painting-;Porcelain-painting-;DYJJ;https://github.com/DYJJ/Porcelain-painting-;1;0;burner-connector-dependents-webscraping
shurko-net/crypto-crash;crypto-crash;shurko-net;https://github.com/shurko-net/crypto-crash;1;0;burner-connector-dependents-webscraping
Tom-simpleness/dex-foundry;dex-foundry;Tom-simpleness;https://github.com/Tom-simpleness/dex-foundry;1;0;burner-connector-dependents-webscraping
JacobHomanics/based-world;based-world;JacobHomanics;https://github.com/JacobHomanics/based-world;1;0;burner-connector-dependents-webscraping
StefanIliev545/kapan;kapan;StefanIliev545;https://github.com/StefanIliev545/kapan;1;0;burner-connector-dependents-webscraping
ALiangNe/NFT-Scaffold-ETH;NFT-Scaffold-ETH;ALiangNe;https://github.com/ALiangNe/NFT-Scaffold-ETH;1;0;burner-connector-dependents-webscraping
vitor-ramalho/ParallelPerps;ParallelPerps;vitor-ramalho;https://github.com/vitor-ramalho/ParallelPerps;1;0;burner-connector-dependents-webscraping
JacobHomanics/cookie-clicker-web3;cookie-clicker-web3;JacobHomanics;https://github.com/JacobHomanics/cookie-clicker-web3;1;0;burner-connector-dependents-webscraping
0xSardius/scaffold-eth-2-01;scaffold-eth-2-01;0xSardius;https://github.com/0xSardius/scaffold-eth-2-01;1;0;burner-connector-dependents-webscraping
Adithya2310/CoinSwipe.Yellow;CoinSwipe.Yellow;Adithya2310;https://github.com/Adithya2310/CoinSwipe.Yellow;1;0;github-api-burner-connector
aki-0517/merPON;merPON;aki-0517;https://github.com/aki-0517/merPON;1;0;github-api-burner-connector
Ariiellus/SolidityCourse;SolidityCourse;Ariiellus;https://github.com/Ariiellus/SolidityCourse;1;0;github-api-burner-connector
azf20/supersocks;supersocks;azf20;https://github.com/azf20/supersocks;1;1;github-api-burner-connector
Dablclub/agent-token-launcher;agent-token-launcher;Dablclub;https://github.com/Dablclub/agent-token-launcher;1;2;github-api-burner-connector
Gyralis/Gyralis-prototype-v.0.1;Gyralis-prototype-v.0.1;Gyralis;https://github.com/Gyralis/Gyralis-prototype-v.0.1;1;0;github-api-burner-connector
Innkeeping/IMPs;IMPs;Innkeeping;https://github.com/Innkeeping/IMPs;1;0;github-api-burner-connector
intuition-box/nft;nft;intuition-box;https://github.com/intuition-box/nft;1;1;github-api-burner-connector
JameWade/minesweeper;minesweeper;JameWade;https://github.com/JameWade/minesweeper;1;0;github-api-burner-connector
kmjones1979/graphbuilders-basecamp;graphbuilders-basecamp;kmjones1979;https://github.com/kmjones1979/graphbuilders-basecamp;1;6;github-api-burner-connector
Krane-Apps/inspector-ai-eth-singapore-2024;inspector-ai-eth-singapore-2024;Krane-Apps;https://github.com/Krane-Apps/inspector-ai-eth-singapore-2024;1;0;github-api-burner-connector
lokeshwaran100/avaguard-index;avaguard-index;lokeshwaran100;https://github.com/lokeshwaran100/avaguard-index;1;0;github-api-burner-connector
nijoe1/fil-warsaw-workshop;fil-warsaw-workshop;nijoe1;https://github.com/nijoe1/fil-warsaw-workshop;1;1;github-api-burner-connector
ntourne/geers-workshop-2024;geers-workshop-2024;ntourne;https://github.com/ntourne/geers-workshop-2024;1;0;github-api-burner-connector
PalgoDev/client;client;PalgoDev;https://github.com/PalgoDev/client;1;0;github-api-burner-connector
poppyseedDev/scaffold-eth-zama-template;scaffold-eth-zama-template;poppyseedDev;https://github.com/poppyseedDev/scaffold-eth-zama-template;1;0;github-api-burner-connector
revmiller/paynomore;paynomore;revmiller;https://github.com/revmiller/paynomore;1;0;github-api-burner-connector
silndoj/EthPrague;EthPrague;silndoj;https://github.com/silndoj/EthPrague;1;0;github-api-burner-connector
Spoyte/ETHBangkok;ETHBangkok;Spoyte;https://github.com/Spoyte/ETHBangkok;1;1;github-api-burner-connector
Talent-Index/lucky3;lucky3;Talent-Index;https://github.com/Talent-Index/lucky3;1;0;github-api-burner-connector
Team-Obviously/threeDrive;threeDrive;Team-Obviously;https://github.com/Team-Obviously/threeDrive;1;1;github-api-burner-connector
vavdoshka/ethwarsaw-2025;ethwarsaw-2025;vavdoshka;https://github.com/vavdoshka/ethwarsaw-2025;1;0;github-api-burner-connector
WilliamUW/ETHGlobalPrague;ETHGlobalPrague;WilliamUW;https://github.com/WilliamUW/ETHGlobalPrague;1;1;github-api-burner-connector
yawdotio/MorphCashEthAccra;MorphCashEthAccra;yawdotio;https://github.com/yawdotio/MorphCashEthAccra;1;1;github-api-burner-connector
shubham-kumr/token_vendor;token_vendor;shubham-kumr;https://github.com/shubham-kumr/token_vendor;1;0;github-api-scaffold-config
santanaruben/corewriter-example;corewriter-example;santanaruben;https://github.com/santanaruben/corewriter-example;1;0;github-api-scaffold-config
Ariiellus/VibeFlow;VibeFlow;Ariiellus;https://github.com/Ariiellus/VibeFlow;1;1;github-api-scaffold-config
truthixify/SN-Basecamp-12;SN-Basecamp-12;truthixify;https://github.com/truthixify/SN-Basecamp-12;1;0;github-api-scaffold-config
ppezzull/1balancer;1balancer;ppezzull;https://github.com/ppezzull/1balancer;1;0;github-api-scaffold-config
uklok/free-world;free-world;uklok;https://github.com/uklok/free-world;1;0;github-api-scaffold-config
DariusIMP/NftAuctions;NftAuctions;DariusIMP;https://github.com/DariusIMP/NftAuctions;1;3;github-api-scaffold-config
austintgriffith/simple-did-deploy;simple-did-deploy;austintgriffith;https://github.com/austintgriffith/simple-did-deploy;1;0;github-api-scaffold-config
JacobHomanics/privy-rpg-web;privy-rpg-web;JacobHomanics;https://github.com/JacobHomanics/privy-rpg-web;1;0;github-api-scaffold-config
aviral10x/ethonline;ethonline;aviral10x;https://github.com/aviral10x/ethonline;1;0;github-api-scaffold-config
schmidsi/ethaccra-subgraph-se2;ethaccra-subgraph-se2;schmidsi;https://github.com/schmidsi/ethaccra-subgraph-se2;1;1;github-api-scaffold-config
BuidlGuidl/ens-stream-cohort;ens-stream-cohort;BuidlGuidl;https://github.com/BuidlGuidl/ens-stream-cohort;1;20;github-api-scaffold-config
jorvixsky/clean-wallet-tool;clean-wallet-tool;jorvixsky;https://github.com/jorvixsky/clean-wallet-tool;1;0;github-api-scaffold-config
JustinRyukiRogers/lsdwrapperETHGlobal;lsdwrapperETHGlobal;JustinRyukiRogers;https://github.com/JustinRyukiRogers/lsdwrapperETHGlobal;1;0;github-api-scaffold-config
RostyslavDzhohola/buildspace-solo;buildspace-solo;RostyslavDzhohola;https://github.com/RostyslavDzhohola/buildspace-solo;1;2;github-api-scaffold-config
KevinQuantJIN/rentfi-publish;rentfi-publish;KevinQuantJIN;https://github.com/KevinQuantJIN/rentfi-publish;1;0;github-api-scaffold-config
Dreamscape-Mastermind/chainchama;chainchama;Dreamscape-Mastermind;https://github.com/Dreamscape-Mastermind/chainchama;1;0;github-api-scaffold-config
